study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,189,tomato,fruit,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,1997,1997,OMT & CMT,yes,annual,non-legume,comparable,no,recent,commercial,org stand,comparable,yes,org multi-crop,similar,no,plant,yes,no,more org,no,214,160,173,44,yes,standard,high,high,high,neutral,dataset,Mg/ha,Fig. 4,57.83,12.22,3,60.54,9.51,3,0.045796631,0.023109193,CMT,NA,OMT,1,13,yes,NA,more org
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,198,tomato,fruit,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,1997,1997,OMT & LMT,yes,annual,non-legume,comparable,no,recent,low input,org stand,comparable,yes,both multi-crop,similar,no,plant,yes,no,more org,no,214,160,173,44,yes,standard,high,high,high,neutral,dataset,Mg/ha,Fig. 4,63.53,2.44,3,60.54,9.51,3,-0.048207932,0.008717061,LMT,NA,OMT,1,13,yes,NA,more org
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,202,tomato,fruit,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,2001,2001,OMT & LMT,yes,annual,non-legume,comparable,no,recent,low input,org stand,comparable,yes,both multi-crop,similar,no,plant,yes,no,more org,no,214,160,173,44,yes,standard,high,high,high,neutral,dataset,Mg/ha,Fig. 4,63.26,5.97,3,74.39,13.03,3,0.162068306,0.013195488,LMT,NA,OMT,1,17,yes,NA,more org
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,211,tomato,fruit,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,2001,2001,OMT & CWT,yes,annual,non-legume,comparable,no,recent,commercial,org stand,comparable,yes,org multi-crop,similar,no,plant,yes,no,more org,no,214,160,173,44,yes,standard,high,high,high,neutral,dataset,Mg/ha,Fig. 4,58.64,6.52,3,74.39,13.03,3,0.237904467,0.014347612,CWT,NA,OMT,1,17,yes,NA,more org
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,207,tomato,fruit,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,1997,1997,OMT & CWT,yes,annual,non-legume,comparable,no,recent,commercial,org stand,comparable,yes,org multi-crop,similar,no,plant,yes,no,more org,no,214,160,173,44,yes,standard,high,high,high,neutral,dataset,Mg/ha,Fig. 4,79.28,3.8,3,60.54,9.51,3,-0.269681586,0.008991166,CWT,NA,OMT,1,13,yes,NA,more org
study13,Denison et al.,2004,"Field Crops Research 86, 267-277","Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate","Agronomy and Range Science, University of California, Davis",United States,North America,yes,very high,temperate,journal,experimental,yes,no,174,maize,cereals,long,LTRAS UC Davis; 1994-2002,Russell Ranch; near Davis; California,38.53,-121.78,1997,1997,OMT & LMT,yes,annual,non-legume,comparable,no,recent,low input,org stand,comparable,yes,both multi-crop,similar,no,plant,yes,no,more org,no,373,0,300,0,yes,standard,high,high,high,neutral,dataset,kg/ha,Fig. 4,7.98,0.86,3,10.28,0.51,3,0.253261849,0.00469183,LMT,NA,OMT,1,4,yes,NA,more org
study14,Dobbs & Smolik,1997,"Journal of Sustainable Agriculture 9(1), 63-79",Productivity and Profitability of Conventional and Alternative Farming Systems: A Long-Term On-Farm Paired Comparison,"plantScience, South Dakota State University",United States,North America,yes,very high,temperate,journal,experimental,yes,yes,214,soybean,oil crops,medium,"paired farm trial, Lake county","Lake county, South Dakota",44.02,-97.12,1985-1992,1985-1992,NA,no,annual,legume,not truly comparable,no,NA,commercial,org stand,comparable,yes,org multi-crop,more org,yes org,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,Bu/acre,Tab. 2,37.41,4.23,8,29.24,6.03,8,-0.246400413,0.006914202,conv,"paper is actually from 1997, not 1996",org,0,,no,NA,NA
study14,Dobbs & Smolik,1997,"Journal of Sustainable Agriculture 9(1), 63-79",Productivity and Profitability of Conventional and Alternative Farming Systems: A Long-Term On-Farm Paired Comparison,"plantScience, South Dakota State University",United States,North America,yes,very high,temperate,journal,experimental,yes,yes,213,maize,cereals,medium,"paired farm trial, Lake county","Lake county, South Dakota",44.02,-97.12,1985-1992,1985-1992,NA,no,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,yes,org multi-crop,more org,yes org,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,high,high,high,neutral,dataset,Bu/acre,Tab. 2,122.28,22.59,8,116.06,16.63,8,-0.052206198,0.006832535,conv,"paper is actually from 1997, not 1996",org,0,,no,NA,NA
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1118,wheat,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2006,2006,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig. 2 but full data from author,5.94,0.43,4,2.52,0.78,4,-0.857450232,0.025261346,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,6,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1119,wheat,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2007,2007,OF-C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,conv multi-crop,similar,no,mix,yes,yes,more conv,no,71.75,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig. 2 but full data from author,4.54,0.35,4,1.56,0.08,4,-1.068241191,0.002143276,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF-C+M,1,6,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1117,wheat,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2007,2007,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig. 2 but full data from author,4.54,0.35,4,1.62,0.23,4,-1.030500863,0.006525061,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,6,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,216,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2008,2008,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,5.81,0.12,4,5.18,0.23,4,-0.114775515,0.000599522,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,229,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2007,2007,OG+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71,108.5,14.25,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,4.54,0.46,4,4.61,0.16,4,0.015300845,0.002867663,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,217,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2007,2007,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,4.54,0.46,4,4.64,0.24,4,0.021787354,0.003235363,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,218,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2006,2006,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,5.84,0.13,4,5.14,0.18,4,-0.127677717,0.000430471,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1120,wheat,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2006,2006,OF-C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,conv multi-crop,similar,no,mix,yes,yes,more conv,no,71.75,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig. 2 but full data from author,5.94,0.43,4,2.82,0.19,4,-0.744972248,0.002444976,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF-C+M,1,6,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,220,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2008,2008,OF-C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,conv multi-crop,similar,no,mix,yes,yes,more conv,no,71.75,108.5,13.75,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,5.81,0.12,4,3.29,0.45,4,-0.568693006,0.004783711,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF-C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,221,barley,cereals,short,Foulum experimental site,"Foulum, Denmark",56.5,9.57,2007,2007,OF-C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,conv multi-crop,similar,no,mix,yes,yes,more conv,no,71.75,108.5,13.75,31,yes,NA,medium,high,high,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,4.54,0.46,4,3.2,0.2,4,-0.349776202,0.003543078,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF-C+M,1,1,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1076,barley,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2005,2005,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,4.89,0.21,4,1.97,0.49,4,-0.909158761,0.015927837,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,3,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1077,barley,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2008,2008,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,4.7,0.46,4,5.94,0.49,4,0.234146625,0.004095964,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,3,yes,y,more conv
study15,Doltra et al.,2010,"European Journal of Agronomy 34, 83-95",Cereal yield and quality as affected by nitorgen availability in organic and conventional arable crop rotations: A combined modeling and experimental approach,"Department of Agroecology and Environment, Aarhus University",Denmark,Europe,yes,very high,temperate,journal,experimental,yes,no,1078,barley,cereals,short,Jyndevad experimental site,"Jyndevad, Denmark",54.9,9.13,2007,2007,OF+C+M & CF+C+F,yes,annual,non-legume,not truly comparable,no,NA,commercial,org stand,comparable,no,both multi-crop,similar,no,mix,yes,yes,more conv,no,71.5,108.5,13.75,31,yes,NA,high,high,medium,strong acidic,dataset,Mg/ha,Fig 3. but full data from author,5.26,0.12,4,5.07,0.26,4,-0.036790209,0.000787578,CF+C+F,Yield and SD were reported (graphically) as 4-year averages.,OF+C+M,1,3,yes,y,more conv
